"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Single Arm Tricep Extension (Dumbbell)",,"",0,"failure",25,9,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Single Arm Tricep Extension (Dumbbell)",,"",1,"failure",25,6,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Single Arm Tricep Extension (Dumbbell)",,"",2,"failure",25,6,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Hanging Leg Raise",,"",0,"failure",,10,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Hanging Leg Raise",,"",1,"failure",,10,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Bench Press (Barbell)",,"",0,"normal",245,3,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Bench Press (Barbell)",,"",1,"normal",195,8,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Bench Press (Barbell)",,"",2,"normal",195,6,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Deadlift (Barbell)",,"",0,"normal",275,10,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Deadlift (Barbell)",,"",1,"normal",315,6,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Deadlift (Barbell)",,"",2,"normal",315,5,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Single Arm Lat Pulldown",,"",0,"normal",55,12,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Single Arm Lat Pulldown",,"",1,"normal",55,12,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Single Arm Lat Pulldown",,"",2,"normal",55,10,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",145,10,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",145,6,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",130,10,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Cross Body Hammer Curl",,"",0,"normal",40,10,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Cross Body Hammer Curl",,"",1,"normal",40,10,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Concentration Curl",,"",0,"normal",30,10,,,
"pull day","26 Jan 2025, 12:00","26 Jan 2025, 13:00","","Concentration Curl",,"",1,"normal",30,10,,,
