"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"push (rt315b)","19 Feb 2025, 17:38","19 Feb 2025, 18:34","lower back may still be on probation but my chest still works fine, started upping my push day bench to 235 for a set, and matched my 225 rep pr of 8, also a rep PR in 185 incline bench

the rest of the workout was alright, switched up my lat raise grip to the wrist wrap things that are meant for ur ankles and felt a good stretch","Single Arm Lateral Raise (Cable)",,"",2,"normal",40,10,,,
"push (rt315b)","19 Feb 2025, 17:38","19 Feb 2025, 18:34","lower back may still be on probation but my chest still works fine, started upping my push day bench to 235 for a set, and matched my 225 rep pr of 8, also a rep PR in 185 incline bench

the rest of the workout was alright, switched up my lat raise grip to the wrist wrap things that are meant for ur ankles and felt a good stretch","Triceps Pushdown",0,"",0,"failure",50,20,,,
"push (rt315b)","19 Feb 2025, 17:38","19 Feb 2025, 18:34","lower back may still be on probation but my chest still works fine, started upping my push day bench to 235 for a set, and matched my 225 rep pr of 8, also a rep PR in 185 incline bench

the rest of the workout was alright, switched up my lat raise grip to the wrist wrap things that are meant for ur ankles and felt a good stretch","Triceps Pushdown",0,"",1,"dropset",70,5,,,
"push (rt315b)","19 Feb 2025, 17:38","19 Feb 2025, 18:34","lower back may still be on probation but my chest still works fine, started upping my push day bench to 235 for a set, and matched my 225 rep pr of 8, also a rep PR in 185 incline bench

the rest of the workout was alright, switched up my lat raise grip to the wrist wrap things that are meant for ur ankles and felt a good stretch","Triceps Pushdown",0,"",2,"dropset",55,3,,,
"push (rt315b)","19 Feb 2025, 17:38","19 Feb 2025, 18:34","lower back may still be on probation but my chest still works fine, started upping my push day bench to 235 for a set, and matched my 225 rep pr of 8, also a rep PR in 185 incline bench

the rest of the workout was alright, switched up my lat raise grip to the wrist wrap things that are meant for ur ankles and felt a good stretch","Triceps Pushdown",0,"",3,"dropset",35,5,,,
"push (rt315b)","19 Feb 2025, 17:38","19 Feb 2025, 18:34","lower back may still be on probation but my chest still works fine, started upping my push day bench to 235 for a set, and matched my 225 rep pr of 8, also a rep PR in 185 incline bench

the rest of the workout was alright, switched up my lat raise grip to the wrist wrap things that are meant for ur ankles and felt a good stretch","Single Arm Tricep Extension (Dumbbell)",0,"",0,"failure",40,6,,,
"push (rt315b)","19 Feb 2025, 17:38","19 Feb 2025, 18:34","lower back may still be on probation but my chest still works fine, started upping my push day bench to 235 for a set, and matched my 225 rep pr of 8, also a rep PR in 185 incline bench

the rest of the workout was alright, switched up my lat raise grip to the wrist wrap things that are meant for ur ankles and felt a good stretch","Single Arm Tricep Extension (Dumbbell)",0,"",1,"failure",40,5,,,
"push (rt315b)","19 Feb 2025, 17:38","19 Feb 2025, 18:34","lower back may still be on probation but my chest still works fine, started upping my push day bench to 235 for a set, and matched my 225 rep pr of 8, also a rep PR in 185 incline bench

the rest of the workout was alright, switched up my lat raise grip to the wrist wrap things that are meant for ur ankles and felt a good stretch","Hanging Leg Raise",,"",0,"failure",,15,,,
"push (rt315b)","19 Feb 2025, 17:38","19 Feb 2025, 18:34","lower back may still be on probation but my chest still works fine, started upping my push day bench to 235 for a set, and matched my 225 rep pr of 8, also a rep PR in 185 incline bench

the rest of the workout was alright, switched up my lat raise grip to the wrist wrap things that are meant for ur ankles and felt a good stretch","Hanging Leg Raise",,"",1,"failure",,8,,,
"pull (rt315b)","18 Feb 2025, 17:16","18 Feb 2025, 18:02","still sore from snowboarding, lower back is on probation until further notice, may affect the next leg day or two as well","Bench Press (Barbell)",,"",0,"warmup",225,1,,,
"pull (rt315b)","18 Feb 2025, 17:16","18 Feb 2025, 18:02","still sore from snowboarding, lower back is on probation until further notice, may affect the next leg day or two as well","Bench Press (Barbell)",,"",1,"normal",255,2,,,
"pull (rt315b)","18 Feb 2025, 17:16","18 Feb 2025, 18:02","still sore from snowboarding, lower back is on probation until further notice, may affect the next leg day or two as well","Bench Press (Barbell)",,"",2,"normal",205,10,,,
"pull (rt315b)","18 Feb 2025, 17:16","18 Feb 2025, 18:02","still sore from snowboarding, lower back is on probation until further notice, may affect the next leg day or two as well","Bench Press (Barbell)",,"",3,"normal",205,7,,,
"pull (rt315b)","18 Feb 2025, 17:16","18 Feb 2025, 18:02","still sore from snowboarding, lower back is on probation until further notice, may affect the next leg day or two as well","Pull Up",,"",0,"failure",,7,,,
"pull (rt315b)","18 Feb 2025, 17:16","18 Feb 2025, 18:02","still sore from snowboarding, lower back is on probation until further notice, may affect the next leg day or two as well","Single Arm Lat Pulldown",,"",0,"failure",100,12,,,
"pull (rt315b)","18 Feb 2025, 17:16","18 Feb 2025, 18:02","still sore from snowboarding, lower back is on probation until further notice, may affect the next leg day or two as well","Single Arm Lat Pulldown",,"",1,"failure",100,12,,,
"pull (rt315b)","18 Feb 2025, 17:16","18 Feb 2025, 18:02","still sore from snowboarding, lower back is on probation until further notice, may affect the next leg day or two as well","Seated Cable Row - V Grip (Cable)",,"",0,"failure",160,10,,,
"pull (rt315b)","18 Feb 2025, 17:16","18 Feb 2025, 18:02","still sore from snowboarding, lower back is on probation until further notice, may affect the next leg day or two as well","Seated Cable Row - V Grip (Cable)",,"",1,"failure",145,10,,,
"pull (rt315b)","18 Feb 2025, 17:16","18 Feb 2025, 18:02","still sore from snowboarding, lower back is on probation until further notice, may affect the next leg day or two as well","bayesian curl",,"",0,"failure",40,12,,,
"pull (rt315b)","18 Feb 2025, 17:16","18 Feb 2025, 18:02","still sore from snowboarding, lower back is on probation until further notice, may affect the next leg day or two as well","bayesian curl",,"",1,"failure",40,10,,,
"pull (rt315b)","18 Feb 2025, 17:16","18 Feb 2025, 18:02","still sore from snowboarding, lower back is on probation until further notice, may affect the next leg day or two as well","bayesian curl",,"",2,"normal",40,8,,,
"leg (rt315b)","17 Feb 2025, 09:03","17 Feb 2025, 09:39","chill leg day","Squat (Barbell)",,"",0,"normal",225,10,,,
"leg (rt315b)","17 Feb 2025, 09:03","17 Feb 2025, 09:39","chill leg day","Leg Press (Machine)",,"",0,"normal",300,15,,,
"leg (rt315b)","17 Feb 2025, 09:03","17 Feb 2025, 09:39","chill leg day","Leg Press (Machine)",,"",1,"normal",300,15,,,
"leg (rt315b)","17 Feb 2025, 09:03","17 Feb 2025, 09:39","chill leg day","Rear Delt Reverse Fly (Cable)",,"",0,"failure",20,16,,,
"leg (rt315b)","17 Feb 2025, 09:03","17 Feb 2025, 09:39","chill leg day","Rear Delt Reverse Fly (Cable)",,"",1,"failure",20,12,,,
"leg (rt315b)","17 Feb 2025, 09:03","17 Feb 2025, 09:39","chill leg day","Rear Delt Reverse Fly (Cable)",,"",2,"normal",20,12,,,
"leg (rt315b)","17 Feb 2025, 09:03","17 Feb 2025, 09:39","chill leg day","Calf Press (Machine)",,"",0,"failure",315,22,,,
"leg (rt315b)","17 Feb 2025, 09:03","17 Feb 2025, 09:39","chill leg day","Calf Press (Machine)",,"",1,"failure",290,26,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Bench Press (Barbell)",,"",0,"normal",225,6,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Bench Press (Barbell)",,"",1,"normal",225,6,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Bench Press (Barbell)",,"",2,"normal",225,5,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Incline Bench Press (Barbell)",,"",0,"normal",185,5,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Incline Bench Press (Barbell)",,"",1,"normal",165,9,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Incline Bench Press (Barbell)",,"",2,"normal",165,7,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Single Arm Lateral Raise (Cable)",,"",0,"normal",30,12,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Single Arm Lateral Raise (Cable)",,"",1,"normal",30,12,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Single Arm Lateral Raise (Cable)",,"",2,"normal",30,12,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Triceps Pushdown",0,"",0,"failure",70,12,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Triceps Pushdown",0,"",1,"failure",70,10,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Single Arm Tricep Extension (Dumbbell)",0,"",0,"failure",40,8,,,
"push (rt315b)","16 Feb 2025, 14:05","16 Feb 2025, 14:50","skipped abs today, sore from snowboarding","Single Arm Tricep Extension (Dumbbell)",0,"",1,"failure",40,6,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","Bench Press (Barbell)",,"",0,"warmup",225,1,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","Bench Press (Barbell)",,"",1,"normal",245,4,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","Bench Press (Barbell)",,"",2,"failure",205,8,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","Bench Press (Barbell)",,"",3,"normal",205,9,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","Pull Up",,"",0,"failure",,7,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","Single Arm Lat Pulldown",,"",0,"failure",110,12,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","Single Arm Lat Pulldown",,"",1,"failure",110,12,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","Seated Cable Row - V Grip (Cable)",,"",0,"failure",160,11,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","Seated Cable Row - V Grip (Cable)",,"",1,"failure",145,12,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","Seated Cable Row - V Grip (Cable)",,"",2,"failure",145,10,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","bayesian curl",,"",0,"failure",40,12,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","bayesian curl",,"",1,"failure",40,10,,,
"pull (rt315b)","13 Feb 2025, 11:57","13 Feb 2025, 12:32","","bayesian curl",,"",2,"failure",30,10,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Squat (Barbell)",,"",0,"normal",225,10,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Squat (Barbell)",,"",1,"normal",315,5,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Squat (Barbell)",,"",2,"normal",335,1,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Romanian Deadlift (Barbell)",,"",0,"normal",135,10,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Romanian Deadlift (Barbell)",,"",1,"normal",185,10,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Romanian Deadlift (Barbell)",,"",2,"normal",185,10,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Rear Delt Reverse Fly (Cable)",,"",0,"failure",40,15,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Rear Delt Reverse Fly (Cable)",,"",1,"failure",50,12,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Rear Delt Reverse Fly (Cable)",,"",2,"normal",50,12,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Single Leg Standing Calf Raise (Barbell)",,"",0,"failure",135,20,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Single Leg Standing Calf Raise (Barbell)",,"",1,"failure",135,20,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Cable Crunch",,"",0,"failure",100,12,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Cable Crunch",,"",1,"failure",90,12,,,
"leg (rt315b)","11 Feb 2025, 14:31","11 Feb 2025, 15:27","squat max","Cable Crunch",,"",2,"normal",90,12,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Bench Press (Barbell)",,"",0,"normal",225,7,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Bench Press (Barbell)",,"",1,"normal",225,6,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Bench Press (Barbell)",,"",2,"normal",225,5,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Incline Bench Press (Barbell)",,"",0,"normal",185,5,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Incline Bench Press (Barbell)",,"",1,"normal",165,6,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Incline Bench Press (Barbell)",,"",2,"normal",155,8,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Triceps Dip (Weighted)",,"",0,"normal",25,12,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Triceps Dip (Weighted)",,"",1,"normal",25,11,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Triceps Dip (Weighted)",,"",2,"normal",25,9,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Single Arm Lateral Raise (Cable)",,"",0,"normal",30,12,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Single Arm Lateral Raise (Cable)",,"",1,"normal",30,12,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Single Arm Lateral Raise (Cable)",,"",2,"normal",30,10,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Single Arm Tricep Extension (Dumbbell)",,"",0,"failure",50,10,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Single Arm Tricep Extension (Dumbbell)",,"",1,"failure",50,8,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",50,8,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Hanging Leg Raise",,"second set w/ 10lb dumbbell on feet",0,"failure",,13,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Hanging Leg Raise",,"second set w/ 10lb dumbbell on feet",1,"failure",,8,,,
"push (rt315b)","10 Feb 2025, 15:47","10 Feb 2025, 16:47","","Hanging Leg Raise",,"second set w/ 10lb dumbbell on feet",2,"failure",,10,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","Bench Press (Barbell)",,"",0,"normal",245,3,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","Bench Press (Barbell)",,"",1,"normal",205,9,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","Bench Press (Barbell)",,"",2,"normal",205,8,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","Pull Up",,"",0,"failure",,7,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","Lat Pulldown (Cable)",,"",0,"failure",160,7,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","Lat Pulldown (Cable)",,"",1,"failure",145,8,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","Seated Cable Row - V Grip (Cable)",,"",0,"failure",160,12,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","Seated Cable Row - V Grip (Cable)",,"",1,"failure",145,13,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","Seated Cable Row - V Grip (Cable)",,"",2,"failure",145,12,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","bayesian curl",0,"",0,"failure",30,15,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","bayesian curl",0,"",1,"failure",40,12,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","bayesian curl",0,"",2,"failure",40,10,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","Bicep Curl (Cable)",0,"",0,"failure",45,12,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","Bicep Curl (Cable)",0,"",1,"failure",45,12,,,
"pull (rt315b)","8 Feb 2025, 20:55","8 Feb 2025, 21:58","","Bicep Curl (Cable)",0,"",2,"normal",45,10,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Squat (Barbell)",,"",0,"normal",225,10,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Squat (Barbell)",,"",1,"normal",295,6,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Squat (Barbell)",,"",2,"normal",315,4,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Romanian Deadlift (Barbell)",,"",0,"normal",185,10,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Romanian Deadlift (Barbell)",,"",1,"normal",185,10,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Romanian Deadlift (Barbell)",,"",2,"normal",135,10,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Rear Delt Reverse Fly (Cable)",,"",0,"failure",40,12,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Rear Delt Reverse Fly (Cable)",,"",1,"failure",40,15,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Rear Delt Reverse Fly (Cable)",,"",2,"normal",40,12,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Calf Press (Machine)",,"",0,"failure",320,26,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Calf Press (Machine)",,"",1,"failure",270,20,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Cable Crunch",,"",0,"failure",75,20,,,
"leg (rt315b)","7 Feb 2025, 15:57","7 Feb 2025, 16:39","rep pr for 315","Cable Crunch",,"",1,"failure",100,10,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Bench Press (Barbell)",,"",0,"normal",225,6,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Bench Press (Barbell)",,"",1,"normal",225,6,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Bench Press (Barbell)",,"",2,"normal",225,4,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Incline Bench Press (Barbell)",,"",0,"normal",185,6,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Incline Bench Press (Barbell)",,"",1,"normal",165,8,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Incline Bench Press (Barbell)",,"",2,"normal",155,8,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Single Arm Lateral Raise (Cable)",,"",0,"normal",30,10,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Single Arm Lateral Raise (Cable)",,"",1,"normal",30,10,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Single Arm Lateral Raise (Cable)",,"",2,"normal",20,12,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Triceps Pushdown",0,"",0,"failure",50,12,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Triceps Pushdown",0,"",1,"failure",50,12,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Single Arm Tricep Extension (Dumbbell)",0,"",0,"failure",40,8,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Single Arm Tricep Extension (Dumbbell)",0,"",1,"failure",40,5,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Hanging Leg Raise",,"",0,"failure",,10,,,
"push (rt315b)","6 Feb 2025, 13:15","6 Feb 2025, 13:57","","Hanging Leg Raise",,"",1,"failure",,10,,,
"leg (rt315b)","3 Feb 2025, 16:13","3 Feb 2025, 16:28","awful workout today, im sick, gym was packed, and im super sore from snowboarding

3 sets of squat and left because everything else is taken and im not feeling it today

happens to the best of uz","Squat (Barbell)",,"",0,"warmup",135,10,,,
"leg (rt315b)","3 Feb 2025, 16:13","3 Feb 2025, 16:28","awful workout today, im sick, gym was packed, and im super sore from snowboarding

3 sets of squat and left because everything else is taken and im not feeling it today

happens to the best of uz","Squat (Barbell)",,"",1,"normal",245,10,,,
"leg (rt315b)","3 Feb 2025, 16:13","3 Feb 2025, 16:28","awful workout today, im sick, gym was packed, and im super sore from snowboarding

3 sets of squat and left because everything else is taken and im not feeling it today

happens to the best of uz","Squat (Barbell)",,"",2,"normal",315,3,,,
"50 pushups","31 Jan 2025, 22:55","31 Jan 2025, 22:56","i have to be up in 7 hours to snowboard so just did some pushups bc dont want to tire out for the long ass day tmr","Push Up",,"",0,"normal",,50,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Bench Press (Barbell)",,"",0,"warmup",135,10,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Bench Press (Barbell)",,"",1,"normal",245,4,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Bench Press (Barbell)",,"",2,"normal",205,10,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Bench Press (Barbell)",,"",3,"normal",205,8,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Pull Up",,"",0,"failure",,7,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Pull Up",,"",1,"failure",,5,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Single Arm Lat Pulldown",,"",0,"failure",55,10,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Single Arm Lat Pulldown",,"",1,"failure",50,12,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Single Arm Lat Pulldown",,"",2,"failure",50,10,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Seated Cable Row - V Grip (Cable)",,"",0,"failure",160,10,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Seated Cable Row - V Grip (Cable)",,"",1,"failure",145,10,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Seated Cable Row - V Grip (Cable)",,"",2,"failure",145,10,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Cross Body Hammer Curl",0,"",0,"failure",45,10,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Cross Body Hammer Curl",0,"",1,"failure",45,8,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Concentration Curl",0,"",0,"failure",30,10,,,
"pull (rt315b)","30 Jan 2025, 13:42","30 Jan 2025, 14:20","hit 245x4 on bench","Concentration Curl",0,"",1,"failure",30,6,,,
"leg (rt315b)","29 Jan 2025, 17:51","29 Jan 2025, 18:24","","Squat (Barbell)",,"",0,"warmup",135,10,,,
"leg (rt315b)","29 Jan 2025, 17:51","29 Jan 2025, 18:24","","Squat (Barbell)",,"",1,"normal",245,8,,,
"leg (rt315b)","29 Jan 2025, 17:51","29 Jan 2025, 18:24","","Squat (Barbell)",,"",2,"normal",245,8,,,
"leg (rt315b)","29 Jan 2025, 17:51","29 Jan 2025, 18:24","","Romanian Deadlift (Barbell)",,"very deep stretch (lower back in recovery so going pretty light and skipping the last set)",0,"normal",135,10,,,
"leg (rt315b)","29 Jan 2025, 17:51","29 Jan 2025, 18:24","","Romanian Deadlift (Barbell)",,"very deep stretch (lower back in recovery so going pretty light and skipping the last set)",1,"normal",135,10,,,
"leg (rt315b)","29 Jan 2025, 17:51","29 Jan 2025, 18:24","","Rear Delt Reverse Fly (Cable)",,"",0,"failure",25,14,,,
"leg (rt315b)","29 Jan 2025, 17:51","29 Jan 2025, 18:24","","Rear Delt Reverse Fly (Cable)",,"",1,"failure",25,15,,,
"leg (rt315b)","29 Jan 2025, 17:51","29 Jan 2025, 18:24","","Rear Delt Reverse Fly (Cable)",,"",2,"failure",25,10,,,
"leg (rt315b)","29 Jan 2025, 17:51","29 Jan 2025, 18:24","","Calf Press (Machine)",,"",0,"failure",245,20,,,
"leg (rt315b)","29 Jan 2025, 17:51","29 Jan 2025, 18:24","","Calf Press (Machine)",,"",1,"failure",245,23,,,
"leg (rt315b)","29 Jan 2025, 17:51","29 Jan 2025, 18:24","","Cable Crunch",,"",0,"failure",75,15,,,
"leg (rt315b)","29 Jan 2025, 17:51","29 Jan 2025, 18:24","","Cable Crunch",,"",1,"failure",90,15,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Bench Press (Barbell)",,"",0,"normal",225,6,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Bench Press (Barbell)",,"",1,"normal",225,6,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Bench Press (Barbell)",,"",2,"normal",225,5,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Incline Bench Press (Barbell)",,"",0,"failure",185,6,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Incline Bench Press (Barbell)",,"",1,"normal",165,7,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Incline Bench Press (Barbell)",,"",2,"normal",155,6,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Single Arm Lateral Raise (Cable)",,"",0,"normal",30,12,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Single Arm Lateral Raise (Cable)",,"",1,"normal",30,12,,,
"push","28 Jan 2025, 13:51","28 Jan 2025, 14:37","","Single Arm Lateral Raise (Cable)",,"",2,"failure",30,10,,,
